formatted_work_date,cts_urn,author,title
+0350-01/+0393-12,tlg2200.tlg00502,Libanius,Declamatio 2
+0350-01/+0393-12,tlg2200.tlg00503,Libanius,Declamatio 3
+0350-01/+0393-12,tlg2200.tlg00504,Libanius,Declamatio 4
+0350-01/+0393-12,tlg2200.tlg00505,Libanius,Declamatio 5
+0350-01/+0393-12,tlg2200.tlg00506,Libanius,Declamatio 6
+0350-01/+0393-12,tlg2200.tlg00507,Libanius,Declamatio 7
+0350-01/+0393-12,tlg2200.tlg00508,Libanius,Declamatio 8
+0350-01/+0393-12,tlg2200.tlg00509,Libanius,Declamatio 9
+0350-01/+0393-12,tlg2200.tlg00510,Libanius,Declamatio 10
+0350-01/+0393-12,tlg2200.tlg00511,Libanius,Declamatio 11
+0350-01/+0393-12,tlg2200.tlg00512,Libanius,Declamatio 12
+0350-01/+0393-12,tlg2200.tlg00513,Libanius,Declamatio 13
+0350-01/+0393-12,tlg2200.tlg00514,Libanius,Declamatio 14
+0350-01/+0393-12,tlg2200.tlg00515,Libanius,Declamatio 15
+0350-01/+0393-12,tlg2200.tlg00516,Libanius,Declamatio 16
+0350-01/+0393-12,tlg2200.tlg00517,Libanius,Declamatio 17
+0350-01/+0393-12,tlg2200.tlg00518,Libanius,Declamatio 18
+0350-01/+0393-12,tlg2200.tlg00519,Libanius,Declamatio 19
+0350-01/+0393-12,tlg2200.tlg00520,Libanius,Declamatio 20
+0350-01/+0393-12,tlg2200.tlg00521,Libanius,Declamatio 21
+0350-01/+0393-12,tlg2200.tlg00522,Libanius,Declamatio 22
+0350-01/+0393-12,tlg2200.tlg00523,Libanius,Declamatio 23
+0350-01/+0393-12,tlg2200.tlg00524,Libanius,Declamatio 24
+0350-01/+0393-12,tlg2200.tlg00525,Libanius,Declamatio 25
+0350-01/+0393-12,tlg2200.tlg00526,Libanius,Declamatio 26
+0350-01/+0393-12,tlg2200.tlg00527,Libanius,Declamatio 27
+0350-01/+0393-12,tlg2200.tlg00528,Libanius,Declamatio 28
+0350-01/+0393-12,tlg2200.tlg00529,Libanius,Declamatio 29
+0350-01/+0393-12,tlg2200.tlg00530,Libanius,Declamatio 30
+0350-01/+0393-12,tlg2200.tlg00531,Libanius,Declamatio 31
+0350-01/+0393-12,tlg2200.tlg00532,Libanius,Declamatio 32
+0350-01/+0393-12,tlg2200.tlg00533,Libanius,Declamatio 33
+0350-01/+0393-12,tlg2200.tlg00534,Libanius,Declamatio 34
+0350-01/+0393-12,tlg2200.tlg00535,Libanius,Declamatio 35
+0350-01/+0393-12,tlg2200.tlg00536,Libanius,Declamatio 36
+0350-01/+0393-12,tlg2200.tlg00537,Libanius,Declamatio 37
+0350-01/+0393-12,tlg2200.tlg00538,Libanius,Declamatio 38
+0350-01/+0393-12,tlg2200.tlg00539,Libanius,Declamatio 39
+0350-01/+0393-12,tlg2200.tlg00540,Libanius,Declamatio 40
+0350-01/+0393-12,tlg2200.tlg00541,Libanius,Declamatio 41
+0350-01/+0393-12,tlg2200.tlg00542,Libanius,Declamatio 42
+0350-01/+0393-12,tlg2200.tlg00543,Libanius,Declamatio 43
+0350-01/+0393-12,tlg2200.tlg00544,Libanius,Declamatio 44
+0350-01/+0393-12,tlg2200.tlg00545,Libanius,Declamatio 45
+0350-01/+0393-12,tlg2200.tlg00546,Libanius,Declamatio 46
+0350-01/+0393-12,tlg2200.tlg00547,Libanius,Declamatio 47
+0350-01/+0393-12,tlg2200.tlg00548,Libanius,Declamatio 48
+0350-01/+0393-12,tlg2200.tlg00549,Libanius,Declamatio 49
+0350-01/+0393-12,tlg2200.tlg00550,Libanius,Declamatio 50
+0350-01/+0393-12,tlg2200.tlg00551,Libanius,Declamatio 51
+0350-01/+0393-12,tlg2200.tlg008,Libanius,Characteres Epistolici [Sp.]
+0356-01/+0356-12,tlg2200.tlg00411,Libanius,Oratio 11
+0358-01/+0358-12,tlg2200.tlg00461,Libanius,Oratio 61
+0361-01/+0363-12,tlg2049.tlg001,Sallustius,De Deis et Mundo
+0362-01/+0362-12,tlg2200.tlg00460,Libanius,Oratio 60
+0364-01/+0364-12,tlg2200.tlg00405,Libanius,Oratio 5
+0364-01/+0364-12,tlg2200.tlg00464,Libanius,Oratio 64
+0364-01/+0378-12,stoa0121.stoa001,Eutropius,Breviarium historiae romanae
+0366-01/+0366-12,tlg2200.tlg00440,Libanius,Oratio 40
+0377-01/+0377-12,tlg2021.tlg002,Epiphanius,Panarion (Adversus Haereses)
+0380-01/+0380-12,tlg2200.tlg00439,Libanius,Oratio 39
+0380-01/+0381-12,tlg2200.tlg00402,Libanius,Oratio 2
+0380-01/+0383-12,tlg2200.tlg00453,Libanius,Oratio 53
+0381-01/+0394-12,tlg2768.tlg001,Anonymus of Cyzicus,Historia ecclesiastica
+0381-01/+0394-12,tlg2768.tlg001,Gelasius,Historia Ecclesiastica
+0382-01/+0382-12,tlg2200.tlg00441,Libanius,Oratio 41
+0382-01/+0382-12,tlg2200.tlg00462,Libanius,Oratio 62
+0383-01/+0384-12,tlg2200.tlg00410,Libanius,Oratio 10
+0384-01/+0384-12,tlg2200.tlg00426,Libanius,Oratio 26
+0385-01/+0385-12,tlg2200.tlg00427,Libanius,Oratio 27
+0385-01/+0385-12,tlg2200.tlg00428,Libanius,Oratio 28
+0385-01/+0385-12,tlg2200.tlg00450,Libanius,Oratio 50
+0385-01/+0386-12,tlg2200.tlg00443,Libanius,Oratio 43
+0386-01/+0386-12,tlg2200.tlg00430,Libanius,Oratio 30
+0386-01/+0386-12,tlg2200.tlg00433,Libanius,Oratio 33
+0386-01/+0386-12,tlg2200.tlg00445,Libanius,Oratio 45
+0387-01/+0387-12,tlg2200.tlg00403,Libanius,Oratio 3
+0387-01/+0387-12,tlg2200.tlg00431,Libanius,Oratio 31
+0388-01/+0388-12,tlg2200.tlg00432,Libanius,Oratio 32
+0388-01/+0388-12,tlg2200.tlg00437,Libanius,Oratio 37
+0388-01/+0388-12,tlg2200.tlg00448,Libanius,Oratio 48
+0388-01/+0388-12,tlg2200.tlg00449,Libanius,Oratio 49
+0388-01/+0388-12,tlg2200.tlg00451,Libanius,Oratio 51
+0388-01/+0388-12,tlg2200.tlg00452,Libanius,Oratio 52
+0388-01/+0388-12,tlg2200.tlg00456,Libanius,Oratio 56
+0388-01/+0389-12,tlg2200.tlg00463,Libanius,Oratio 63
+0389-01/+0389-12,tlg2200.tlg00444,Libanius,Oratio 44
+0389-01/+0389-12,tlg2200.tlg00454,Libanius,Oratio 54
+0389-01/+0390-12,tlg2200.tlg00404,Libanius,Oratio 4
+0389-01/+0390-12,tlg2200.tlg00457,Libanius,Oratio 57
+0390-01/+0390-12,tlg2200.tlg00442,Libanius,Oratio 42
+0390-01/+0390-12,tlg2200.tlg00458,Libanius,Oratio 58
+0391-01/+0391-12,tlg2200.tlg00447,Libanius,Oratio 47
+0393-01/+0393-12,tlg2200.tlg00446,Libanius,Oratio 46
+0396-01/+0399-12,tlg2050.tlg001,Eunapius,Vitae Sophistarum
+0400-01/+0409-12,pta0001.pta001,Severian of Gabala,De fide et lege naturae
+0400-01/+0409-12,pta0001.pta002,Severian of Gabala,De paenitentia et compunctione
+0400-01/+0409-12,pta0001.pta003,Severian of Gabala,In ascensionem domini nostri Iesu Christi et in principium Actorum
+0400-01/+0409-12,pta0001.pta004,Severian of Gabala,De spiritu sancto
+0400-01/+0409-12,pta0001.pta005,Severian of Gabala,De Christo pastore et ove
+0400-01/+0409-12,pta0001.pta006,Severian of Gabala,In psalmum 96
+0400-01/+0409-12,pta0001.pta007,Severian of Gabala,In psalmum 95
+0400-01/+0409-12,pta0001.pta008,Severian of Gabala,Homilia de legislatore
+0400-01/+0409-12,pta0001.pta009,Severian of Gabala,In illud: In qua potestate haec facis
+0400-01/+0409-12,pta0001.pta010,Severian of Gabala,Quomodo animam acceperit Adamus
+0400-01/+0409-12,pta0001.pta011,Severian of Gabala,De serpente homilia
+0400-01/+0409-12,pta0001.pta012,Severian of Gabala,Oratio in dedicationem pretiosae et uiuificae crucis
+0400-01/+0409-12,pta0001.pta013,Severian of Gabala,In Genesim sermo 2
+0400-01/+0409-12,pta0001.pta014,Severian of Gabala,In illud: Pone manum tuam
+0400-01/+0409-12,pta0001.pta015,Severian of Gabala,In meretricem et pharisaeum
+0400-01/+0409-12,pta0001.pta016,Severian of Gabala,In filium prodigum
+0400-01/+0409-12,pta0001.pta017,Severian of Gabala,In illud: Quomodo scit litteras
+0400-01/+0409-12,pta0001.pta018,Severian of Gabala,In Chananaeam et Pharaonem
+0400-01/+0409-12,pta0001.pta019,Severian of Gabala,In dictum apostoli: Non quod volo facio
+0400-01/+0409-12,pta0001.pta020,Severian of Gabala,In incarnationem domini
+0400-01/+0409-12,pta0001.pta021,Severian of Gabala,In proditionem servatoris
+0400-01/+0409-12,pta0001.pta022,Severian of Gabala,De fide
+0400-01/+0409-12,pta0001.pta023,Severian of Gabala,Contra Iudaeos in serpentem aeneum
+0400-01/+0409-12,pta0001.pta024,Severian of Gabala,De sacrificiis Caini
+0400-01/+0409-12,pta0001.pta025,Severian of Gabala,De sigillis sermo
+0400-01/+0409-12,pta0001.pta026,Severian of Gabala,In illud: in principium erat verbum
+0400-01/+0409-12,pta0001.pta027,Severian of Gabala,In sanctam pentecosten
+0400-01/+0409-12,pta0001.pta028,Severian of Gabala,In theophaniam
+0400-01/+0409-12,pta0001.pta029,Severian of Gabala,In pretiosam et vivificam crucem
+0400-01/+0409-12,pta0001.pta030,Severian of Gabala,Homilia de pace
+0400-01/+0409-12,pta0001.pta031,Severian of Gabala,"In illud: Pater, transeat a me calix iste"
+0400-01/+0409-12,pta0001.pta032,Severian of Gabala,Homilia de lotione pedum
+0400-01/+0409-12,pta0001.pta033,Severian of Gabala,Homilia de quinque aetatibus mundi
+0400-01/+0409-12,pta0001.pta034,Severian of Gabala,De centurione et contra Manichaeos et Apolinaristas
+0400-01/+0409-12,pta0001.pta036,Severian of Gabala,"In Noe et filios eius, de cherubim et in propthetam Oseam"
+0400-01/+0409-12,pta0001.pta037,Severian of Gabala,In Iudaeos et Graecos
+0400-01/+0409-12,pta0001.pta038,Severian of Gabala,In illud: Secundum imaginem et similitudinem
+0400-01/+0409-12,pta0001.pta040,Severian of Gabala,De caeco et Zacchaeo
+0400-01/+0409-12,pta0001.pta041,Severian of Gabala,In illud: Quando ipsi subiciet omnia
+0400-01/+0409-12,pta0001.pta042,Severian of Gabala,In illud: Genimina viperarum
+0400-01/+0409-12,pta0001.pta043,Severian of Gabala,Homilia de Noe et de arca
+0400-01/+0409-12,pta0001.pta044,Severian of Gabala,In Genesim sermo 1
+0400-01/+0409-12,pta0001.pta045,Severian of Gabala,In Iob sermo 1
+0400-01/+0409-12,pta0001.pta046,Severian of Gabala,In Iob sermo 2
+0400-01/+0409-12,pta0001.pta047,Severian of Gabala,In Iob sermo 3
+0400-01/+0409-12,pta0001.pta048,Severian of Gabala,In Iob sermo 4
+0400-01/+0409-12,pta0001.pta049,Severian of Gabala,De tribus pueris sermo
+0400-01/+0409-12,pta0001.pta050,Severian of Gabala,De caeco nato
+0400-01/+0409-12,pta0001.pta051,Severian of Gabala,Encomium in sanctos martyres
+0400-01/+0409-12,pta0001.pta052,Severian of Gabala,In postremum iudicium
+0400-01/+0409-12,pta0001.pta053,Severian of Gabala,In accensionem domini
+0400-01/+0409-12,pta0001.pta054,Severian of Gabala,De cruce et latrone
+0400-01/+0409-12,pta0001.pta055,Severian of Gabala,Oratio de exaltatione Crucis
+0400-01/+0409-12,pta0001.pta056,Severian of Gabala,In Temptationem Domini Nostri Iesu Christi
+0400-01/+0409-12,pta0001.pta057,Severian of Gabala,In cosmogoniam homilia 1
+0400-01/+0409-12,pta0001.pta058,Severian of Gabala,In cosmogoniam homilia 2
+0400-01/+0409-12,pta0001.pta059,Severian of Gabala,In cosmogoniam homilia 3
+0400-01/+0409-12,pta0001.pta060,Severian of Gabala,In cosmogoniam homilia 4
+0400-01/+0409-12,pta0001.pta061,Severian of Gabala,In cosmogoniam homilia 5
+0400-01/+0409-12,pta0001.pta062,Severian of Gabala,In cosmogoniam homilia 6
+0400-01/+0450-12,pta0006.pta001,Hesychius of Jerusalem,Commentarius magnus in Psalmos
+0400-01/+0470-12,tlg2045.tlg001,Nonnus of Panopolis,Dionysiaca
+0400-01/+0530-12,tlg4003.tlg001,"Marcianus, of Heraclea",Periplus maris exteri
+0400-01/+0530-12,tlg4003.tlg002,"Marcianus, of Heraclea",Menippi periplus maris interni (epitome Marciani)
+0400-01/+0530-12,tlg4003.tlg003,"Marcianus, of Heraclea",Artemidori Geographia (Epitome Marciani)
+0401-01/+0450-12,tlg4017.tlg001,Syrianus,In Aristotelis Metaphysica Commentaria
+0401-01/+0500-12,tlg4036.tlg001,Proclus,In Platonis Rem Publicam Commentarii
+0401-01/+0500-12,tlg4036.tlg023,Proclus,Chrestomathy
+0403-01/+0444-12,pta0005.pta001,Cyrill of Alexandria,De adoratione et cultu in spiritu et ueritate
+0403-01/+0444-12,pta0005.pta002,Cyrill of Alexandria,Glaphyra in Pentateuchum
+0412-01/+0412-12,tlg0731.tlg001,Adamantius Judaeus,Physiognomonica
+0412-01/+0412-12,tlg0731.tlg003,Adamantius Judaeus,Physiognomonica (epitome Matritensis)
+0412-01/+0444-12,tlg4090.tlg001,Cyril of Alexandria,In XII Prophetas
+0423-01/+0466-12,tlg4089.tlg003,Theodoret of Cyrrhus,Historia ecclesiastica
+0423-01/+0466-12,tlg4089.tlg003,Theodoretus,Historia Ecclesiastica
+0423-01/+0466-12,tlg4089.tlg004,Theodoretus,Historia Religiosa
+0425-01/+0425-12,tlg2058.tlg001,Philostorgius,Historia ecclesiastica (fragmenta ap. Photium)
+0439-01/+0450-12,tlg2048.tlg001,Sozomen,Historia ecclesiastica
+0439-01/+0450-12,tlg2048.tlg001,Sozomenus,Historia Ecclesiastica
+0443-01/+0443-12,tlg2057.tlg002,Socrates Scholasticus,Ecclesiastical history_Historica Ecclesiastica
+0475-01/+0500-12,pta0030.pta016,Eusebius (“Alexandrinus”),De die dominica
+0475-01/+0500-12,tlg4075.tlg002,"Marinus, 5th century",Commentarium in Euclidis data
+0480-01/+0600-12,tlg4072.tlg001,Eutocius,Commentarii in libros de sphaera et cylindro
+0480-01/+0600-12,tlg4072.tlg002,Eutocius,Commentarius in dimensionem circuli
+0480-01/+0600-12,tlg4072.tlg003,Eutocius,Commentarius in libros de planorum aequilibriis
+0490-01/+0560-12,tlg4013.tlg001,Simplicius,In Aristotelis Quattuor Libros De Caelo Commentaria
+0490-01/+0560-12,tlg4013.tlg003,Simplicius,In Aristotelis Categorias Commentarium
+0490-01/+0560-12,tlg4013.tlg004,Simplicius,In Aristotelis Physicorum Libros Commentaria
+0490-01/+0560-12,tlg4013.tlg005,Simplicius,In Aristotelis Libros De Anima Commentaria [Sp.?] (fort. auctore Prisciano Lydo)
+0490-01/+0570-12,tlg2972.tlg001,Anonymi de Terrae Motibus,Anonymi Dissertatio De Terrae Motibus
+0491-01/+0518-12,tlg4081.tlg001,Colluthus of Lycopolis,The Rape of Helen
+0495-01/+0565-12,tlg4019.tlg001,Olympiodorus,Prolegomena
+0495-01/+0565-12,tlg4019.tlg002,Olympiodorus,In Categorias Commentarium
+0498-01/+0518-12,tlg4084.tlg001,Zosimus,Historia Nova
+0500-01/+0525-12,tlg4016.tlg001,Ammonius,In Porphyrii Isagogen Sive Quinque Voces
+0500-01/+0525-12,tlg4016.tlg002,Ammonius,In Aristotelis Categorias Commentarius
+0500-01/+0525-12,tlg4016.tlg003,Ammonius,In Aristotelis Librum De Interpretatione Commentarius
+0500-01/+0525-12,tlg4016.tlg004,Ammonius,In Aristotelis Analyticorum Priorum Librum I Commentarium
+0500-01/+0525-12,tlg4016.tlg005,Ammonius,In Aristotelis analytica priora [Sp.]
+0500-01/+0599-12,pta0041.pta001,Anonymus (Author of Vita Cononis),Vita sancti Cononis Bidanae
+0501-01/+0600-12,tlg4102.tlg001,Catenae (Novum Testamentum),Catena In Matthaeum (Catena Integra) (E Cod. Paris. Coislin. Gr. 23)
+0501-01/+0600-12,tlg4102.tlg002,Catenae (Novum Testamentum),Catena In Marcum (Recensio ii) (E Codd. Oxon. Bodl. Laud. 33 + Paris. Coislin. 23 + Paris. gr. 178)
+0501-01/+0600-12,tlg4102.tlg003,Catenae (Novum Testamentum),Supplementum et varietas lectionis ad commentarium Chrysostomi in evangelium sancti Matthaei (e cod. Oxon. Bodl. Auct. T.1.4)
+0501-01/+0600-12,tlg4102.tlg004,Catenae (Novum Testamentum),Catena In Lucam (Typus B) (e codd. Paris. Coislin. 23 + Oxon. Bodl. Misc. 182)
+0501-01/+0600-12,tlg4102.tlg005,Catenae (Novum Testamentum),Catena In Joannem (Catena Integra) (e codd. Paris. Coislin. 23 + Oxon. Bodl. Auct. T.1.4)
+0501-01/+0600-12,tlg4102.tlg006,Catenae (Novum Testamentum),Supplementum et varietas lectionis ad catenam in evangelium sancti Lucae (e cod. Oxon. Bodl. Laud. 33)
+0501-01/+0600-12,tlg4102.tlg007,Catenae (Novum Testamentum),Supplementum Et Varietas Lectionis Ad Catenam In Evangelium Sancti Joannis (e cod. Bodl. B.)
+0501-01/+0600-12,tlg4102.tlg008,Catenae (Novum Testamentum),Catena In Acta (Catena Andreae) (e cod. Oxon. coll. nov. 58)
+0501-01/+0600-12,tlg4102.tlg010,Catenae (Novum Testamentum),Catena In Epistulam Ad Romanos (Typus Vaticanus) (E Cod. Oxon. Bodl. Auct. E.2.20 [= Misc. 48])
+0501-01/+0600-12,tlg4102.tlg011,Catenae (Novum Testamentum),Catena In Epistulam Ad Romanos (Typus Monacensis) (E Cod. Monac. gr. 412)
+0501-01/+0600-12,tlg4102.tlg012,Catenae (Novum Testamentum),Catena In Epistulam I Ad Corinthios (Typus Vaticanus) (e Cod. Paris. gr. 227)
+0501-01/+0600-12,tlg4102.tlg013,Catenae (Novum Testamentum),Catena In Epistulam II Ad Corinthios (Catena Pseudo-Oecumenii)
+0501-01/+0600-12,tlg4102.tlg019,Catenae (Novum Testamentum),Catena In Epistulam Ad Galatas (Typus Parisinus) (E Cod. Coislin. 204)
+0501-01/+0600-12,tlg4102.tlg020,Catenae (Novum Testamentum),Catena In Epistulam Ad Ephesios (Typus Parisinus) (E Cod. Coislin. 204)
+0501-01/+0600-12,tlg4102.tlg021,Catenae (Novum Testamentum),Catena In Epistulam Ad Philippenses (Typus Parisinus) (e cod. Coislin. 204)
+0501-01/+0600-12,tlg4102.tlg022,Catenae (Novum Testamentum),Catena In Epistulam Ad Colossenses (Typus Parisinus) (E Cod. Coislin. 204)
+0501-01/+0600-12,tlg4102.tlg023,Catenae (Novum Testamentum),Catena In Epistulam I Ad Thessalonicenses (Typus Parisinus)
+0501-01/+0600-12,tlg4102.tlg024,Catenae (Novum Testamentum),Catena In Epistulam II Ad Thessalonicenses (Typus Parisinus)
+0501-01/+0600-12,tlg4102.tlg034,Catenae (Novum Testamentum),Catena In Epistulam I Ad Timotheum (E Cod. Paris. Coislin. 204)
+0501-01/+0600-12,tlg4102.tlg035,Catenae (Novum Testamentum),Catena In Epistulam II Ad Timotheum (E Cod. Paris. Coislin. 204)
+0501-01/+0600-12,tlg4102.tlg036,Catenae (Novum Testamentum),Catena In Epistulam Ad Titum (E Cod. Paris. Coislin. 204)
+0501-01/+0600-12,tlg4102.tlg037,Catenae (Novum Testamentum),Catena In Epistulam Ad Philemonem (E Cod. Paris. Coislin. 204)
+0501-01/+0600-12,tlg4102.tlg038,Catenae (Novum Testamentum),Catena In Epistulam Ad Hebraeos (E Cod. Paris. Coislin. 204)
+0501-01/+0600-12,tlg4102.tlg040,Catenae (Novum Testamentum),Catena In Epistulam Jacobi (Catena Andreae)
+0501-01/+0600-12,tlg4102.tlg041,Catenae (Novum Testamentum),Catena in epistulam Petri i (catena Andreae) (e cod. Oxon. coll. nov. 58)
+0501-01/+0600-12,tlg4102.tlg042,Catenae (Novum Testamentum),Catena in epistulam Petri ii (catena Andreae) (e cod. Oxon. coll. nov. 58)
+0501-01/+0600-12,tlg4102.tlg043,Catenae (Novum Testamentum),Catena in epistulam Joannis i (catena Andreae) (e cod. Oxon. coll. nov. 58)
+0501-01/+0600-12,tlg4102.tlg044,Catenae (Novum Testamentum),Catena in epistulam Joannis ii (catena Andreae) (e cod. Oxon. coll. nov. 58).
+0501-01/+0600-12,tlg4102.tlg045,Catenae (Novum Testamentum),Catena in epistulam Joannis iii (catena Andreae) (e cod. Oxon. coll. nov. 58)
+0501-01/+0600-12,tlg4102.tlg046,Catenae (Novum Testamentum),Catena in epistulam Juda (catena Andreae) (e cod. Oxon. coll. nov. 58)
+0501-01/+0600-12,tlg4102.tlgX01,Catenae (Novum Testamentum),Prooemium Pseudo-Oecumenii In Apocalypsin Commentarii (E Cod.)
+0501-01/+0600-12,tlg4102.tlgX02,Catenae (Novum Testamentum),Commentarius In Apocalypsin
+0501-01/+0600-12,tlg4102.tlgX03,Catenae (Novum Testamentum),Commentarius In Apocalypsin (Pseudo-Oecumenii) (E Cod. Coislin.)
+0507-01/+0555-12,tlg4029.tlg001,Procopius,De Bellis
+0507-01/+0555-12,tlg4029.tlg002,Procopius,Historia Arcana
+0529-01/+0575-12,tlg4015.tlg001,John Philoponus,In Aristotelis Categorias Commentarium
+0529-01/+0575-12,tlg4015.tlg002,John Philoponus,In Aristotelis Analytica Priora Commentaria
+0529-01/+0575-12,tlg4015.tlg004,John Philoponus,In Aristotelis Analytica Posteriora Commentaria
+0529-01/+0575-12,tlg4015.tlg005,John Philoponus,In Aristotelis Meteorologicorum Librum Primum Commentarium
+0529-01/+0575-12,tlg4015.tlg006,John Philoponus,In Aristotelis Libros De Generatione Et Corruptione Commentaria
+0529-01/+0575-12,tlg4015.tlg007,John Philoponus,In Libros De Generatione Animalium Commentaria
+0529-01/+0575-12,tlg4015.tlg008,John Philoponus,In Aristotelis Libros De Anima Commentaria
+0529-01/+0575-12,tlg4015.tlg009,John Philoponus,In Aristotelis Physicorum Libros Commentaria
+0541-01/+0541-12,tlg4020.tlg001,Elias Neoplatonicus,In Porphyrii Isagogen
+0541-01/+0541-12,tlg4020.tlg002,Elias Neoplatonicus,Eliae (Olim Davidis) In Aristotelis Categorias Commentarium
+0551-01/+0600-12,tlg4021.tlg001,David the Invincible,Prolegomena philosophiae
+0551-01/+0600-12,tlg4021.tlg002,David the Invincible,In Porphyrii Isagogen Commentarium
+0552-01/+0580-12,tlg4024.tlg001,Agathias Scholasticus,Historiae
+0552-01/+0580-12,tlg4024.tlg002,Agathias Scholasticus,Epigrammata
+0565-01/+0565-12,tlg4019.tlg003,Olympiodorus,In Aristotelis Meteora Commentaria
+0593-01/+0594-12,tlg2733.tlg001,"Evagrius, Scholasticus",Historia Ecclesiastica
+0600-01/+0600-12,tlg9019.tlg001,Stephanus of Alexandria,In Aristotelis Librum De Interpretatione Commentarium
+0601-01/+1200-12,tlg4026.tlg001,Anonymi in Aristotelis Artem Rhetoricam,In Aristotelis artem rhetoricam commentarium
+0601-01/+1200-12,tlg4026.tlg002,Anonymi in Aristotelis Artem Rhetoricam,Fragmentum commentarii in Aristotelis rhetorica
+0601-01/+1200-12,tlg4026.tlg003,Anonymi in Aristotelis Artem Rhetoricam,Fragmentum paraphrasis in Aristotelis rhetorica
+0601-01/+1200-12,tlg4027.tlg001,Anonymi In Aristotelis Categorias,Paraphrasis Categoriarum
+0601-01/+1200-12,tlg4033.tlg003,Anonymi In Aristotelis Ethica Nicomachea,In Ethica Nicomachea Paraphrasis (Pseudepigraphum Olim A Constantino Palaeocappa confectum et olim sub auctore Heliodoro Prusensi vel Andronico Rhodio vel Olympiodoro)
+0601-01/+1200-12,tlg4193.tlg012,Anonymi In Aristotelis Sophisticos Elenchos,In Aristotelis Sophisticos Elenchos Paraphrasis
+0631-01/+0641-12,tlg2371.tlg001,Chronicon Paschale,Chronicon Paschale
+0650-01/+0717-12,tlg2934.tlg066,"John of Damascus, Saint",Vita Barlaam et Joasaph
+0800-01/+0800-12,tlg3129.ogl001,Theophylactus,Commentary on St. Cyril In XII Prophetas
+0801-01/+0900-12,tlg2136.tlg001,Bacchius Geron,Isagoge artis musicae
+0969-01/+0976-12,tlg9010.tlg001,Suda,Suidae lexicon
+1050-01/+1117-12,tlg4031.tlg002,Eustratius,In Aristotelis Ethica Nicomachea I Commentaria
+1081-01/+1118-12,tlg3135.tlg001,Joannes Zonaras,Epitome Historiarum
+1081-01/+1118-12,tlg3135.tlg011,Joannes Zonaras,Argumenta
+1081-01/+1118-12,tlg3135.tlg012,Joannes Zonaras,Chronologia
+1083-01/+1153-12,tlg2703.tlg001,Anna Comnena,Alexias
+1100-01/+1200-12,tlg9004.tlg001,Anonymi In Aristotelis Librum Alterum Analyticorum Posteriorum,Anonymi In Analyticorum Posteriorum Librum Alterum Commentarium
+1101-01/+1200-12,tlg4034.tlg002,Michael of Ephesus,In Parva Naturalia Commentaria
+1101-01/+1200-12,tlg4034.tlg003,Michael of Ephesus,In Libros De Partibus Animalium Commentaria
+1101-01/+1200-12,tlg4034.tlg004,Michael of Ephesus,In libros de animalium motione commentarium
+1101-01/+1200-12,tlg4034.tlg005,Michael of Ephesus,In librum de animalium incessu commentarium
+1101-01/+1200-12,tlg4034.tlg006,Michael of Ephesus,In Librum Quintum Ethicorum Nicomacheorum Commentarium
+1201-01/+1300-12,tlg9006.tlg001,"Gregory II, of Cyprus, Patriarch of Constantinople",Paroemiae
+1201-01/+1300-12,tlg9007.tlg001,Appendix Proverbiorum,Appendix Proverbiorum
+1241-01/+1290-12,tlg9006.tlg016,"Gregory II, of Cyprus, Patriarch of Constantinople",Declamatio de Atheniensium defensio (ad Libanii declamationem antilogia)
+1351-01/+1351-12,tlg4030.tlg001,Sophonias,In Aristotelis Libros De Anima Paraphrasis
